source_row,label,binary_target,random_forest_prediction,traditional_prediction,random_forest_correct,traditional_correct
212831,BENIGN,0,0,1,True,False
212855,DDoS,1,1,0,True,False
212859,DDoS,1,1,0,True,False
212871,BENIGN,0,0,1,True,False
212887,DDoS,1,1,0,True,False
212896,BENIGN,0,0,1,True,False
212905,Web Attack - Brute Force,1,1,0,True,False
212918,DDoS,1,1,0,True,False
212922,BENIGN,0,0,1,True,False
212923,BENIGN,0,0,1,True,False
212950,DDoS,1,1,0,True,False
212952,Web Attack - Brute Force,1,1,0,True,False
212957,DDoS,1,1,0,True,False
212969,BENIGN,0,0,1,True,False
213008,DDoS,1,1,0,True,False
213014,BENIGN,0,0,1,True,False
213017,BENIGN,0,0,1,True,False
213021,BENIGN,0,0,1,True,False
213026,BENIGN,0,0,1,True,False
213029,BENIGN,0,0,1,True,False
213032,DDoS,1,1,0,True,False
213033,BENIGN,0,0,1,True,False
213044,DDoS,1,1,0,True,False
213051,DDoS,1,1,0,True,False
213066,DDoS,1,1,0,True,False
213079,BENIGN,0,0,1,True,False
213084,DDoS,1,1,0,True,False
213092,DDoS,1,1,0,True,False
213105,BENIGN,0,0,1,True,False
213125,BENIGN,0,0,1,True,False
213129,DoS GoldenEye,1,1,0,True,False
213153,BENIGN,0,0,1,True,False
213158,BENIGN,0,0,1,True,False
213170,BENIGN,0,0,1,True,False
213174,DDoS,1,1,0,True,False
213185,DDoS,1,1,0,True,False
213186,BENIGN,0,0,1,True,False
213190,DDoS,1,1,0,True,False
213194,BENIGN,0,0,1,True,False
213195,DoS Hulk,1,1,0,True,False
213197,BENIGN,0,0,1,True,False
213207,BENIGN,0,0,1,True,False
213210,DDoS,1,1,0,True,False
213213,DoS Slowhttptest,1,1,0,True,False
213217,DDoS,1,1,0,True,False
213222,DoS Hulk,1,1,0,True,False
213224,BENIGN,0,0,1,True,False
213225,DDoS,1,1,0,True,False
213226,DDoS,1,1,0,True,False
213231,BENIGN,0,0,1,True,False
213233,DDoS,1,1,0,True,False
213236,BENIGN,0,0,1,True,False
213262,BENIGN,0,0,1,True,False
213264,BENIGN,0,0,1,True,False
213266,BENIGN,0,0,1,True,False
213273,DDoS,1,1,0,True,False
213274,BENIGN,0,0,1,True,False
213275,DoS Hulk,1,1,0,True,False
213283,DDoS,1,1,0,True,False
213294,DoS Hulk,1,1,0,True,False
213298,BENIGN,0,0,1,True,False
213300,BENIGN,0,0,1,True,False
213302,BENIGN,0,0,1,True,False
213305,DDoS,1,1,0,True,False
213311,DDoS,1,1,0,True,False
213314,DDoS,1,1,0,True,False
213317,FTP-Patator,1,1,0,True,False
213323,DDoS,1,1,0,True,False
213330,BENIGN,0,0,1,True,False
213346,DoS Slowhttptest,1,1,0,True,False
213354,DDoS,1,1,0,True,False
213364,BENIGN,0,0,1,True,False
213377,BENIGN,0,0,1,True,False
213392,DDoS,1,1,0,True,False
213393,DDoS,1,1,0,True,False
213398,BENIGN,0,0,1,True,False
213400,BENIGN,0,0,1,True,False
213408,BENIGN,0,0,1,True,False
213417,BENIGN,0,0,1,True,False
213431,BENIGN,0,0,1,True,False
213448,DDoS,1,1,0,True,False
213458,BENIGN,0,0,1,True,False
213461,DDoS,1,1,0,True,False
213484,BENIGN,0,0,1,True,False
213490,DDoS,1,1,0,True,False
213492,BENIGN,0,0,1,True,False
213493,BENIGN,0,0,1,True,False
213517,DDoS,1,1,0,True,False
213538,DDoS,1,1,0,True,False
213545,DDoS,1,1,0,True,False
213547,DoS Hulk,1,1,0,True,False
213550,DoS Hulk,1,1,0,True,False
213562,DDoS,1,1,0,True,False
213568,DDoS,1,1,0,True,False
213569,BENIGN,0,0,1,True,False
213576,BENIGN,0,0,1,True,False
213581,DDoS,1,1,0,True,False
213586,DDoS,1,1,0,True,False
213597,BENIGN,0,0,1,True,False
213600,BENIGN,0,0,1,True,False
213605,BENIGN,0,0,1,True,False
213612,DoS Hulk,1,1,0,True,False
213631,BENIGN,0,0,1,True,False
213632,DDoS,1,1,0,True,False
213638,BENIGN,0,0,1,True,False
213650,DoS Hulk,1,1,0,True,False
213660,DoS Hulk,1,1,0,True,False
213669,Bot,1,1,0,True,False
213670,BENIGN,0,0,1,True,False
213672,BENIGN,0,0,1,True,False
213673,DDoS,1,1,0,True,False
213688,BENIGN,0,0,1,True,False
213689,DDoS,1,1,0,True,False
213702,DDoS,1,1,0,True,False
213711,BENIGN,0,0,1,True,False
213715,DDoS,1,1,0,True,False
213734,DDoS,1,1,0,True,False
213748,BENIGN,0,0,1,True,False
213760,BENIGN,0,0,1,True,False
213768,DDoS,1,1,0,True,False
213773,BENIGN,0,0,1,True,False
213774,BENIGN,0,0,1,True,False
213776,BENIGN,0,0,1,True,False
213783,DoS Hulk,1,1,0,True,False
213784,DDoS,1,1,0,True,False
213785,DoS Hulk,1,1,0,True,False
213791,BENIGN,0,0,1,True,False
213792,BENIGN,0,0,1,True,False
213795,DDoS,1,1,0,True,False
213796,DDoS,1,1,0,True,False
213816,DDoS,1,1,0,True,False
213817,DoS Hulk,1,1,0,True,False
213821,BENIGN,0,0,1,True,False
213825,BENIGN,0,0,1,True,False
213830,DDoS,1,1,0,True,False
213851,DDoS,1,1,0,True,False
213859,DDoS,1,1,0,True,False
213885,DDoS,1,1,0,True,False
213892,DDoS,1,1,0,True,False
213897,DDoS,1,1,0,True,False
213899,DoS Hulk,1,1,0,True,False
213910,DDoS,1,1,0,True,False
213913,BENIGN,0,0,1,True,False
213919,BENIGN,0,0,1,True,False
213946,DDoS,1,1,0,True,False
213952,BENIGN,0,0,1,True,False
213967,DDoS,1,1,0,True,False
213968,DDoS,1,1,0,True,False
213969,BENIGN,0,0,1,True,False
213982,DDoS,1,1,0,True,False
213987,DDoS,1,1,0,True,False
213990,BENIGN,0,0,1,True,False
213993,BENIGN,0,0,1,True,False
213999,DDoS,1,1,0,True,False
214005,BENIGN,0,0,1,True,False
214006,DoS Hulk,1,1,0,True,False
214008,DDoS,1,1,0,True,False
214022,DoS Hulk,1,1,0,True,False
214026,BENIGN,0,0,1,True,False
214028,BENIGN,0,0,1,True,False
214029,BENIGN,0,0,1,True,False
214040,BENIGN,0,0,1,True,False
214044,BENIGN,0,0,1,True,False
214053,BENIGN,0,0,1,True,False
214061,DoS Hulk,1,1,0,True,False
214066,DDoS,1,1,0,True,False
214069,DoS Hulk,1,1,0,True,False
214076,BENIGN,0,0,1,True,False
214079,BENIGN,0,0,1,True,False
214107,DoS Hulk,1,1,0,True,False
214122,BENIGN,0,0,1,True,False
214134,BENIGN,0,0,1,True,False
214136,DDoS,1,1,0,True,False
214145,BENIGN,0,0,1,True,False
214148,DDoS,1,1,0,True,False
214160,BENIGN,0,0,1,True,False
214168,DDoS,1,1,0,True,False
214171,DoS Hulk,1,1,0,True,False
214172,BENIGN,0,0,1,True,False
214180,BENIGN,0,0,1,True,False
214186,BENIGN,0,0,1,True,False
214193,BENIGN,0,0,1,True,False
214207,BENIGN,0,0,1,True,False
214211,BENIGN,0,0,1,True,False
214212,BENIGN,0,0,1,True,False
214219,DDoS,1,1,0,True,False
214223,BENIGN,0,0,1,True,False
214228,BENIGN,0,0,1,True,False
214244,BENIGN,0,0,1,True,False
214247,BENIGN,0,0,1,True,False
214249,BENIGN,0,0,1,True,False
214250,DoS Slowhttptest,1,1,0,True,False
214253,DDoS,1,1,0,True,False
214264,DoS Hulk,1,1,0,True,False
214284,BENIGN,0,0,1,True,False
214293,BENIGN,0,0,1,True,False
214313,DDoS,1,1,0,True,False
214321,BENIGN,0,0,1,True,False
214326,DoS Hulk,1,1,0,True,False
214328,DDoS,1,1,0,True,False
214330,BENIGN,0,0,1,True,False
214337,DDoS,1,1,0,True,False
214343,DoS Slowhttptest,1,1,0,True,False
214344,DoS Hulk,1,1,0,True,False
214346,DoS Hulk,1,1,0,True,False
214353,DDoS,1,1,0,True,False
214354,DoS Slowhttptest,1,1,0,True,False
214359,BENIGN,0,0,1,True,False
214360,DDoS,1,1,0,True,False
214363,BENIGN,0,0,1,True,False
214367,BENIGN,0,0,1,True,False
214368,BENIGN,0,0,1,True,False
214383,DDoS,1,1,0,True,False
214388,DoS Hulk,1,1,0,True,False
214393,BENIGN,0,0,1,True,False
214394,DDoS,1,1,0,True,False
214400,DDoS,1,1,0,True,False
214403,DoS Hulk,1,1,0,True,False
214406,BENIGN,0,0,1,True,False
214408,DoS Hulk,1,1,0,True,False
214409,BENIGN,0,0,1,True,False
214416,BENIGN,0,0,1,True,False
214431,BENIGN,0,0,1,True,False
214453,BENIGN,0,0,1,True,False
214455,DDoS,1,1,0,True,False
214474,DDoS,1,1,0,True,False
214477,DoS Hulk,1,1,0,True,False
214492,BENIGN,0,0,1,True,False
214496,BENIGN,0,0,1,True,False
214498,DoS Hulk,1,1,0,True,False
214501,DDoS,1,1,0,True,False
214513,BENIGN,0,0,1,True,False
214533,BENIGN,0,0,1,True,False
214535,BENIGN,0,0,1,True,False
214542,BENIGN,0,0,1,True,False
214544,DDoS,1,1,0,True,False
214546,DoS Hulk,1,1,0,True,False
214556,BENIGN,0,0,1,True,False
214557,DDoS,1,1,0,True,False
214582,BENIGN,0,0,1,True,False
214589,BENIGN,0,0,1,True,False
214590,DDoS,1,1,0,True,False
214591,DoS slowloris,1,1,0,True,False
214601,BENIGN,0,0,1,True,False
214611,BENIGN,0,0,1,True,False
214614,DDoS,1,1,0,True,False
214619,BENIGN,0,0,1,True,False
214626,DoS Slowhttptest,1,1,0,True,False
214644,BENIGN,0,0,1,True,False
214648,DoS Hulk,1,1,0,True,False
214652,DDoS,1,1,0,True,False
214663,DDoS,1,1,0,True,False
214664,BENIGN,0,0,1,True,False
214665,DDoS,1,1,0,True,False
214668,BENIGN,0,0,1,True,False
214669,DDoS,1,1,0,True,False
214677,BENIGN,0,0,1,True,False
214685,BENIGN,0,0,1,True,False
214686,DDoS,1,1,0,True,False
214697,BENIGN,0,0,1,True,False
214732,DDoS,1,1,0,True,False
214735,DDoS,1,1,0,True,False
214741,DoS Hulk,1,1,0,True,False
214742,BENIGN,0,0,1,True,False
214744,DDoS,1,1,0,True,False
214749,DoS Slowhttptest,1,1,0,True,False
214776,BENIGN,0,0,1,True,False
214790,DoS GoldenEye,1,1,0,True,False
214792,DDoS,1,1,0,True,False
214793,DDoS,1,1,0,True,False
214799,DDoS,1,1,0,True,False
214801,DDoS,1,1,0,True,False
214814,BENIGN,0,0,1,True,False
214829,BENIGN,0,0,1,True,False
214848,DoS Hulk,1,1,0,True,False
214866,BENIGN,0,0,1,True,False
214869,DDoS,1,1,0,True,False
214877,PortScan,1,1,0,True,False
214897,BENIGN,0,0,1,True,False
214902,BENIGN,0,0,1,True,False
214905,BENIGN,0,0,1,True,False
214913,DDoS,1,1,0,True,False
214923,BENIGN,0,0,1,True,False
214934,BENIGN,0,0,1,True,False
214935,BENIGN,0,0,1,True,False
214946,DDoS,1,1,0,True,False
214950,Web Attack - Brute Force,1,1,0,True,False
214964,Bot,1,0,1,False,True
214973,DoS Hulk,1,1,0,True,False
214981,DDoS,1,1,0,True,False
214985,BENIGN,0,0,1,True,False
214989,BENIGN,0,0,1,True,False
215006,BENIGN,0,0,1,True,False
215007,DDoS,1,1,0,True,False
215019,BENIGN,0,0,1,True,False
215022,DoS Hulk,1,1,0,True,False
215036,Web Attack - XSS,1,1,0,True,False
215043,DDoS,1,1,0,True,False
215047,BENIGN,0,0,1,True,False
215055,BENIGN,0,0,1,True,False
215058,BENIGN,0,0,1,True,False
215074,BENIGN,0,0,1,True,False
215082,BENIGN,0,0,1,True,False
215085,DDoS,1,1,0,True,False
215087,BENIGN,0,0,1,True,False
215090,BENIGN,0,0,1,True,False
215091,DoS Hulk,1,1,0,True,False
215094,DDoS,1,1,0,True,False
215098,DDoS,1,1,0,True,False
215099,BENIGN,0,0,1,True,False
215102,DDoS,1,1,0,True,False
215105,BENIGN,0,0,1,True,False
215107,BENIGN,0,0,1,True,False
215117,DDoS,1,1,0,True,False
215124,BENIGN,0,0,1,True,False
215129,DoS GoldenEye,1,1,0,True,False
215132,BENIGN,0,0,1,True,False
215142,DDoS,1,1,0,True,False
215143,BENIGN,0,0,1,True,False
215152,DDoS,1,1,0,True,False
215155,BENIGN,0,0,1,True,False
215173,BENIGN,0,0,1,True,False
215189,BENIGN,0,0,1,True,False
215192,DDoS,1,1,0,True,False
215194,BENIGN,0,0,1,True,False
215204,BENIGN,0,0,1,True,False
215211,BENIGN,0,0,1,True,False
215216,DDoS,1,1,0,True,False
215225,DDoS,1,1,0,True,False
215234,BENIGN,0,0,1,True,False
215251,DDoS,1,1,0,True,False
215252,DDoS,1,1,0,True,False
215256,DDoS,1,1,0,True,False
215257,BENIGN,0,0,1,True,False
215261,BENIGN,0,0,1,True,False
215262,DDoS,1,1,0,True,False
215280,BENIGN,0,0,1,True,False
215285,BENIGN,0,0,1,True,False
215295,BENIGN,0,0,1,True,False
215301,BENIGN,0,0,1,True,False
215306,BENIGN,0,0,1,True,False
215326,DoS Hulk,1,1,0,True,False
215334,DDoS,1,1,0,True,False
215342,DDoS,1,1,0,True,False
215350,DDoS,1,1,0,True,False
215365,DDoS,1,1,0,True,False
215368,BENIGN,0,0,1,True,False
215373,DDoS,1,1,0,True,False
215378,BENIGN,0,0,1,True,False
215385,BENIGN,0,0,1,True,False
215386,BENIGN,0,0,1,True,False
215389,BENIGN,0,0,1,True,False
215393,BENIGN,0,0,1,True,False
215454,BENIGN,0,0,1,True,False
215457,DoS slowloris,1,0,1,False,True
215470,BENIGN,0,0,1,True,False
215494,DDoS,1,1,0,True,False
215538,DoS Hulk,1,1,0,True,False
215546,BENIGN,0,0,1,True,False
215548,DoS Hulk,1,1,0,True,False
215557,DoS Hulk,1,1,0,True,False
215558,BENIGN,0,0,1,True,False
215559,BENIGN,0,0,1,True,False
215565,Web Attack - Brute Force,1,1,0,True,False
215566,FTP-Patator,1,1,0,True,False
215567,Web Attack - Brute Force,1,1,0,True,False
215589,BENIGN,0,0,1,True,False
215600,DDoS,1,1,0,True,False
215604,DoS slowloris,1,0,1,False,True
215621,BENIGN,0,0,1,True,False
215623,DDoS,1,1,0,True,False
215635,BENIGN,0,0,1,True,False
215637,DDoS,1,1,0,True,False
215650,BENIGN,0,0,1,True,False
215696,BENIGN,0,0,1,True,False
215699,DoS Hulk,1,1,0,True,False
215720,DDoS,1,1,0,True,False
215729,DDoS,1,1,0,True,False
215739,DDoS,1,1,0,True,False
215759,DDoS,1,1,0,True,False
215779,BENIGN,0,0,1,True,False
215788,BENIGN,0,0,1,True,False
215792,BENIGN,0,0,1,True,False
215802,DDoS,1,1,0,True,False
215815,DDoS,1,1,0,True,False
215841,DDoS,1,1,0,True,False
215846,BENIGN,0,0,1,True,False
215853,BENIGN,0,0,1,True,False
215855,BENIGN,0,0,1,True,False
215864,DoS GoldenEye,1,1,0,True,False
215865,BENIGN,0,0,1,True,False
215869,BENIGN,0,0,1,True,False
215879,DDoS,1,1,0,True,False
215884,DoS Hulk,1,1,0,True,False
215887,BENIGN,0,0,1,True,False
215908,DoS slowloris,1,0,1,False,True
215918,BENIGN,0,0,1,True,False
215928,DDoS,1,1,0,True,False
215940,BENIGN,0,0,1,True,False
215942,DDoS,1,1,0,True,False
215951,DDoS,1,1,0,True,False
215952,BENIGN,0,0,1,True,False
215957,DDoS,1,1,0,True,False
215965,BENIGN,0,0,1,True,False
215976,BENIGN,0,0,1,True,False
215977,BENIGN,0,0,1,True,False
215981,DDoS,1,1,0,True,False
215982,DoS Hulk,1,1,0,True,False
216004,BENIGN,0,0,1,True,False
216010,DDoS,1,1,0,True,False
216011,DoS slowloris,1,0,1,False,True
216018,DDoS,1,1,0,True,False
216030,DoS Hulk,1,1,0,True,False
216031,DDoS,1,1,0,True,False
216040,BENIGN,0,0,1,True,False
216042,DDoS,1,1,0,True,False
216059,DDoS,1,1,0,True,False
216060,DoS Hulk,1,0,1,False,True
216067,BENIGN,0,0,1,True,False
216084,DDoS,1,1,0,True,False
216085,DoS Slowhttptest,1,1,0,True,False
216087,BENIGN,0,0,1,True,False
216097,DoS slowloris,1,1,0,True,False
216103,BENIGN,0,0,1,True,False
216114,DoS Hulk,1,1,0,True,False
216128,BENIGN,0,0,1,True,False
216131,DDoS,1,1,0,True,False
216133,BENIGN,0,0,1,True,False
216141,DoS slowloris,1,1,0,True,False
216142,BENIGN,0,0,1,True,False
216143,DoS Hulk,1,1,0,True,False
216151,DDoS,1,1,0,True,False
216158,DoS Hulk,1,1,0,True,False
216169,DoS Hulk,1,1,0,True,False
216174,DDoS,1,1,0,True,False
216175,BENIGN,0,0,1,True,False
216181,BENIGN,0,0,1,True,False
216183,DDoS,1,1,0,True,False
216189,DoS Hulk,1,1,0,True,False
216204,BENIGN,0,0,1,True,False
216205,BENIGN,0,0,1,True,False
216212,BENIGN,0,0,1,True,False
216217,BENIGN,0,0,1,True,False
216221,BENIGN,0,0,1,True,False
216237,Web Attack - Brute Force,1,1,0,True,False
216239,DDoS,1,1,0,True,False
216252,DoS Hulk,1,1,0,True,False
216256,DoS GoldenEye,1,1,0,True,False
216272,DDoS,1,1,0,True,False
216291,BENIGN,0,0,1,True,False
216296,DoS Hulk,1,1,0,True,False
216298,DDoS,1,1,0,True,False
216299,DDoS,1,1,0,True,False
216301,BENIGN,0,0,1,True,False
216303,DDoS,1,1,0,True,False
216324,DDoS,1,1,0,True,False
216347,BENIGN,0,0,1,True,False
216361,DDoS,1,1,0,True,False
216369,BENIGN,0,0,1,True,False
216373,DoS Hulk,1,1,0,True,False
216380,DDoS,1,1,0,True,False
216398,DDoS,1,1,0,True,False
216410,BENIGN,0,0,1,True,False
216423,BENIGN,0,0,1,True,False
216426,DoS Hulk,1,1,0,True,False
216432,DoS slowloris,1,0,1,False,True
216437,BENIGN,0,0,1,True,False
216440,BENIGN,0,0,1,True,False
216465,DDoS,1,1,0,True,False
216467,BENIGN,0,0,1,True,False
216468,BENIGN,0,0,1,True,False
216472,BENIGN,0,0,1,True,False
216478,DDoS,1,1,0,True,False
216498,BENIGN,0,0,1,True,False
216511,BENIGN,0,0,1,True,False
216518,DDoS,1,1,0,True,False
216524,BENIGN,0,0,1,True,False
216534,BENIGN,0,0,1,True,False
216539,Bot,1,0,1,False,True
216542,BENIGN,0,0,1,True,False
216546,DDoS,1,1,0,True,False
216555,DoS Hulk,1,1,0,True,False
216557,DDoS,1,1,0,True,False
216563,DDoS,1,1,0,True,False
216565,DDoS,1,1,0,True,False
216572,BENIGN,0,0,1,True,False
216588,DDoS,1,1,0,True,False
216590,DDoS,1,1,0,True,False
216595,BENIGN,0,0,1,True,False
216600,BENIGN,0,0,1,True,False
216607,BENIGN,0,0,1,True,False
216611,BENIGN,0,0,1,True,False
216613,DDoS,1,1,0,True,False
216615,BENIGN,0,0,1,True,False
216616,Web Attack - Brute Force,1,1,0,True,False
216626,BENIGN,0,0,1,True,False
216629,DDoS,1,1,0,True,False
216631,BENIGN,0,0,1,True,False
216640,BENIGN,0,0,1,True,False
216641,Web Attack - Brute Force,1,1,0,True,False
216645,DDoS,1,1,0,True,False
216655,BENIGN,0,0,1,True,False
216676,BENIGN,0,0,1,True,False
216697,BENIGN,0,0,1,True,False
216701,BENIGN,0,0,1,True,False
216702,DDoS,1,1,0,True,False
216707,BENIGN,0,0,1,True,False
216711,DDoS,1,1,0,True,False
216727,BENIGN,0,0,1,True,False
216736,BENIGN,0,0,1,True,False
216752,BENIGN,0,0,1,True,False
216756,DDoS,1,1,0,True,False
216759,BENIGN,0,0,1,True,False
216761,BENIGN,0,0,1,True,False
216762,BENIGN,0,0,1,True,False
216765,DDoS,1,1,0,True,False
216799,BENIGN,0,0,1,True,False
216802,BENIGN,0,0,1,True,False
216804,BENIGN,0,0,1,True,False
216826,DDoS,1,1,0,True,False
216852,DDoS,1,1,0,True,False
216853,DDoS,1,1,0,True,False
216854,DoS Hulk,1,1,0,True,False
216861,DDoS,1,1,0,True,False
216864,BENIGN,0,0,1,True,False
216880,DDoS,1,1,0,True,False
216886,BENIGN,0,0,1,True,False
216889,BENIGN,0,0,1,True,False
216895,DDoS,1,1,0,True,False
216903,BENIGN,0,0,1,True,False
216908,DDoS,1,1,0,True,False
216914,DoS Hulk,1,1,0,True,False
216918,DoS Hulk,1,1,0,True,False
216919,BENIGN,0,0,1,True,False
216921,BENIGN,0,0,1,True,False
216933,DDoS,1,1,0,True,False
216938,DDoS,1,1,0,True,False
216953,BENIGN,0,0,1,True,False
216957,BENIGN,0,0,1,True,False
216965,DDoS,1,1,0,True,False
216981,DDoS,1,1,0,True,False
217018,DDoS,1,1,0,True,False
217025,BENIGN,0,0,1,True,False
217029,BENIGN,0,0,1,True,False
217041,BENIGN,0,0,1,True,False
217045,BENIGN,0,0,1,True,False
217069,BENIGN,0,0,1,True,False
217078,BENIGN,0,0,1,True,False
217084,BENIGN,0,0,1,True,False
217087,DoS Hulk,1,1,0,True,False
217099,BENIGN,0,0,1,True,False
217101,DoS GoldenEye,1,1,0,True,False
217105,DDoS,1,1,0,True,False
217109,DDoS,1,1,0,True,False
217123,BENIGN,0,0,1,True,False
217124,BENIGN,0,0,1,True,False
217156,DDoS,1,1,0,True,False
217166,DDoS,1,1,0,True,False
217171,DDoS,1,1,0,True,False
217181,BENIGN,0,0,1,True,False
217186,BENIGN,0,0,1,True,False
217191,BENIGN,0,0,1,True,False
217213,BENIGN,0,0,1,True,False
217226,BENIGN,0,0,1,True,False
217228,DDoS,1,1,0,True,False
217230,DoS Hulk,1,1,0,True,False
217264,DoS Hulk,1,1,0,True,False
217266,DDoS,1,1,0,True,False
217272,DoS Hulk,1,1,0,True,False
217273,DDoS,1,1,0,True,False
217275,DDoS,1,1,0,True,False
217279,DDoS,1,1,0,True,False
217291,BENIGN,0,0,1,True,False
217293,DDoS,1,1,0,True,False
217304,DoS slowloris,1,0,1,False,True
217308,DoS Hulk,1,1,0,True,False
217324,DoS GoldenEye,1,1,0,True,False
217335,BENIGN,0,0,1,True,False
217336,BENIGN,0,0,1,True,False
217347,BENIGN,0,0,1,True,False
217355,BENIGN,0,0,1,True,False
217365,DDoS,1,1,0,True,False
217373,DDoS,1,1,0,True,False
217387,DDoS,1,1,0,True,False
217389,BENIGN,0,0,1,True,False
217392,BENIGN,0,0,1,True,False
217393,DoS Slowhttptest,1,1,0,True,False
217399,DDoS,1,1,0,True,False
217413,BENIGN,0,0,1,True,False
217419,DDoS,1,1,0,True,False
217433,BENIGN,0,0,1,True,False
217446,BENIGN,0,0,1,True,False
217466,BENIGN,0,0,1,True,False
217467,BENIGN,0,0,1,True,False
217471,DoS Hulk,1,1,0,True,False
217481,DDoS,1,1,0,True,False
217484,BENIGN,0,0,1,True,False
217488,BENIGN,0,0,1,True,False
217490,DoS Hulk,1,1,0,True,False
217507,DoS Hulk,1,1,0,True,False
217509,BENIGN,0,0,1,True,False
217527,BENIGN,0,0,1,True,False
217531,DDoS,1,1,0,True,False
217536,BENIGN,0,0,1,True,False
217542,BENIGN,0,0,1,True,False
217545,BENIGN,0,0,1,True,False
217549,DoS Hulk,1,1,0,True,False
217555,BENIGN,0,0,1,True,False
217562,DoS Hulk,1,1,0,True,False
217570,BENIGN,0,0,1,True,False
217572,BENIGN,0,0,1,True,False
217575,BENIGN,0,0,1,True,False
217589,DDoS,1,1,0,True,False
217612,DDoS,1,1,0,True,False
217619,DoS Hulk,1,1,0,True,False
217630,DDoS,1,1,0,True,False
217636,BENIGN,0,0,1,True,False
217639,DDoS,1,1,0,True,False
217641,DoS Hulk,1,1,0,True,False
217656,DDoS,1,1,0,True,False
217659,BENIGN,0,0,1,True,False
217667,BENIGN,0,0,1,True,False
217668,BENIGN,0,0,1,True,False
217681,DoS Hulk,1,1,0,True,False
217682,DDoS,1,1,0,True,False
217684,DDoS,1,1,0,True,False
217692,DDoS,1,1,0,True,False
217703,DDoS,1,1,0,True,False
217710,BENIGN,0,0,1,True,False
217738,BENIGN,0,0,1,True,False
217742,DDoS,1,1,0,True,False
217743,BENIGN,0,0,1,True,False
217783,BENIGN,0,0,1,True,False
217786,DDoS,1,1,0,True,False
217792,DDoS,1,1,0,True,False
217808,DDoS,1,1,0,True,False
217811,DDoS,1,1,0,True,False
217812,BENIGN,0,0,1,True,False
217816,DDoS,1,1,0,True,False
217828,DDoS,1,1,0,True,False
217852,BENIGN,0,0,1,True,False
217856,DoS Hulk,1,1,0,True,False
217867,DDoS,1,1,0,True,False
217868,BENIGN,0,0,1,True,False
217869,DDoS,1,1,0,True,False
217892,DoS Hulk,1,1,0,True,False
217903,DoS Hulk,1,1,0,True,False
217904,BENIGN,0,0,1,True,False
217916,DDoS,1,1,0,True,False
217920,DDoS,1,1,0,True,False
217925,BENIGN,0,0,1,True,False
217926,DDoS,1,1,0,True,False
217929,BENIGN,0,0,1,True,False
217930,DoS Hulk,1,1,0,True,False
217937,BENIGN,0,0,1,True,False
217949,BENIGN,0,0,1,True,False
217953,BENIGN,0,0,1,True,False
217967,BENIGN,0,0,1,True,False
217972,DDoS,1,1,0,True,False
217984,BENIGN,0,0,1,True,False
217991,BENIGN,0,0,1,True,False
218006,BENIGN,0,0,1,True,False
218011,BENIGN,0,0,1,True,False
218013,BENIGN,0,0,1,True,False
218019,BENIGN,0,0,1,True,False
218022,DDoS,1,1,0,True,False
218023,BENIGN,0,0,1,True,False
218024,BENIGN,0,0,1,True,False
218027,BENIGN,0,0,1,True,False
218029,FTP-Patator,1,1,0,True,False
218042,BENIGN,0,0,1,True,False
218044,BENIGN,0,0,1,True,False
218048,DoS Hulk,1,1,0,True,False
218075,DDoS,1,1,0,True,False
218080,BENIGN,0,0,1,True,False
218120,BENIGN,0,0,1,True,False
218123,DDoS,1,1,0,True,False
218128,BENIGN,0,0,1,True,False
218139,BENIGN,0,0,1,True,False
218143,BENIGN,0,0,1,True,False
218163,DDoS,1,1,0,True,False
218166,BENIGN,0,0,1,True,False
218175,BENIGN,0,0,1,True,False
218184,BENIGN,0,0,1,True,False
218185,BENIGN,0,0,1,True,False
218199,DDoS,1,1,0,True,False
218203,DDoS,1,1,0,True,False
218204,BENIGN,0,0,1,True,False
218209,DDoS,1,1,0,True,False
218217,BENIGN,0,0,1,True,False
218229,BENIGN,0,0,1,True,False
218235,DDoS,1,1,0,True,False
218238,BENIGN,0,0,1,True,False
218239,BENIGN,0,0,1,True,False
218241,BENIGN,0,0,1,True,False
218262,DDoS,1,1,0,True,False
218288,BENIGN,0,0,1,True,False
218295,DDoS,1,1,0,True,False
218302,BENIGN,0,0,1,True,False
218303,DDoS,1,1,0,True,False
218309,DDoS,1,1,0,True,False
218312,DDoS,1,1,0,True,False
218316,BENIGN,0,0,1,True,False
218317,DDoS,1,1,0,True,False
218324,DDoS,1,1,0,True,False
218330,DDoS,1,1,0,True,False
218332,DDoS,1,1,0,True,False
218340,BENIGN,0,0,1,True,False
218349,DDoS,1,1,0,True,False
218352,DoS Hulk,1,1,0,True,False
218366,DDoS,1,1,0,True,False
218370,BENIGN,0,0,1,True,False
218376,DDoS,1,1,0,True,False
218381,DDoS,1,1,0,True,False
218384,BENIGN,0,0,1,True,False
218396,BENIGN,0,0,1,True,False
218397,DDoS,1,1,0,True,False
218405,DoS Hulk,1,1,0,True,False
218413,DoS slowloris,1,1,0,True,False
218434,BENIGN,0,0,1,True,False
218437,DDoS,1,1,0,True,False
218442,BENIGN,0,0,1,True,False
218451,DDoS,1,1,0,True,False
218452,BENIGN,0,0,1,True,False
218458,DDoS,1,1,0,True,False
218470,BENIGN,0,0,1,True,False
218475,BENIGN,0,0,1,True,False
218491,BENIGN,0,0,1,True,False
218493,DDoS,1,1,0,True,False
218495,DoS Hulk,1,1,0,True,False
218497,BENIGN,0,0,1,True,False
218505,BENIGN,0,0,1,True,False
